Date,Home,Visitor,PitcherH,PitcherV,FinalH,FinalV,OpenH,OpenV,CloseH,CloseV,H538,V538
420,STL,CIN,MWACHA-R,BFINNEGAN-L,4,2,-185,165,-215,190,0.64,0.36
420,COL,CHC,JGRAY-R,KHENDRICKS-R,5,16,105,-115,-102,-108,0.46,0.54
420,ARI,SD,MKOCH-R,TROSS-R,1,4,-160,140,-111,101,0.64,0.36
420,LAD,WSH,CKERSHAW-L,MSCHERZER-R,2,5,-130,115,-151,136,0.57,0.43
420,NYY,TOR,SGRAY-R,MESTRADA-R,5,8,-194,174,-193,173,0.57,0.43
420,BAL,CLE,DBUNDY-R,TBAUER-R,3,1,110,-125,113,-123,0.42,0.58
420,DET,KC,DNORRIS-L,JJUNIS-R,2,3,-105,-105,-106,-104,0.53,0.47
420,TB,MIN,CARCHER-R,LLYNN-R,8,7,-119,109,-135,120,0.49,0.51
420,TEX,SEA,MMINOR-L,FHERNANDEZ-R,2,6,-109,-101,-130,115,0.52,0.48
420,CHW,HOU,JSHIELDS-R,JVERLANDER-R,0,10,230,-260,231,-266,0.29,0.71
420,OAK,BOS,KGRAVEMAN-R,DPOMERANZ-L,3,7,130,-145,119,-134,0.41,0.59
420,LAA,SF,AHEANEY-L,JSAMARDZIJA-R,1,8,-140,125,-155,140,0.55,0.45
420,DET,KC,MFULMER-R,JHAMMEL-R,3,2,-130,115,-129,114,0.53,0.47
421,STL,CIN,CMARTINEZ-R,HBAILEY-R,4,3,-220,195,-223,198,0.68,0.32
421,PHI,PIT,ANOLA-R,SBRAULT-L,6,2,-180,160,-176,156,0.6,0.4
421,MIL,MIA,BSUTER-L,JURENA-R,6,5,-170,150,-195,175,0.63,0.37
421,ATL,NYM,JTEHERAN-R,JDEGROM-R,4,3,120,-135,143,-163,0.48,0.52
421,COL,CHC,TANDERSON-L,YDARVISH-R,5,2,109,-119,114,-129,0.46,0.54
421,ARI,SD,ZGODLEY-R,CRICHARD-L,6,2,-210,185,-170,150,0.67,0.33
421,LAD,WSH,HRYU-L,SSTRASBURG-R,4,0,105,-115,-101,-109,0.5,0.5
421,NYY,TOR,JMONTGOMERY-L,MSTROMAN-R,9,1,-155,140,-161,141,0.56,0.44
421,DET,KC,MFIERS-R,DDUFFY-L,12,4,-111,101,-109,-101,0.52,0.48
421,BAL,CLE,CTILLMAN-R,MCLEVINGER-R,0,4,150,-170,180,-205,0.34,0.66
421,TB,MIN,BSNELL-L,KGIBSON-R,10,1,-109,-101,-121,111,0.51,0.49
421,CHW,HOU,LGIOLITO-R,DKEUCHEL-L,1,10,225,-255,194,-219,0.36,0.64
421,TEX,SEA,BCOLON-R,JPAXTON-L,7,9,125,-140,156,-176,0.44,0.56
421,OAK,BOS,SMANAEA-L,CSALE-L,3,0,135,-150,155,-175,0.39,0.61
421,LAA,SF,GRICHARDS-R,DHOLLAND-L,4,3,-199,179,-232,207,0.65,0.35
422,PHI,PIT,NPIVETTA-R,TWILLIAMS-R,3,2,-125,110,-166,146,0.52,0.48
422,MIL,MIA,JGUERRA-R,CSMITH-L,4,2,-210,185,-190,170,0.66,0.34
422,STL,CIN,MMIKOLAS-R,LCASTILLO-R,9,2,-155,140,-150,135,0.61,0.39
422,COL,CHC,GMARQUEZ-R,JQUINTANA-L,7,9,105,-115,104,-114,0.45,0.55
422,ARI,SD,PCORBIN-L,JLUCCHESI-L,4,2,-200,175,-149,134,0.64,0.36
422,LAD,WSH,AWOOD-L,JHELLICKSON-R,4,3,-175,155,-210,185,0.64,0.36
422,NYY,TOR,LSEVERINO-R,JGARCIA-L,5,1,-240,210,-256,226,0.63,0.37
422,BAL,CLE,ACASHNER-R,CKLUBER-R,3,7,205,-230,235,-270,0.34,0.66
422,DET,KC,FLIRIANO-L,ESKOGLUND-L,5,8,-160,140,-183,163,0.62,0.38
422,TB,MIN,YCHIRINOS-R,PHUGHES-R,8,6,-130,115,-119,109,0.52,0.48
422,CHW,HOU,RLOPEZ-R,LMCCULLERSJR.-R,1,7,175,-200,170,-190,0.37,0.63
422,TEX,SEA,MPEREZ-L,ERAMIREZ-R,7,4,115,-130,105,-115,0.46,0.54
422,OAK,BOS,DMENGDEN-R,DPRICE-L,4,1,140,-160,114,-129,0.41,0.59
422,LAA,SF,JBARRIA-R,JCUETO-R,2,4,105,-115,-113,103,0.54,0.46
423,CIN,ATL,SROMANO-R,MFOLTYNEWICZ-R,10,4,120,-135,108,-118,0.46,0.54
423,COL,SD,CBETTIS-R,BMITCHELL-R,5,13,-185,165,-199,179,0.62,0.38
423,LAD,MIA,WBUEHLER-R,JGARCIA-L,2,1,-205,180,-245,215,0.67,0.33
423,SF,WSH,CSTRATTON-R,GGONZALEZ-L,4,2,110,-120,101,-111,0.51,0.49
423,NYY,MIN,MTANAKA-R,JODORIZZI-R,14,1,-185,165,-200,175,0.62,0.38
423,BAL,CLE,KGAUSMAN-R,CCARRASCO-R,1,2,205,-230,165,-185,0.37,0.63
423,TEX,OAK,MMOORE-L,TCAHILL-R,4,9,110,-120,109,-119,0.52,0.48
423,HOU,LAA,GCOLE-R,TSKAGGS-L,0,2,-185,165,-203,178,0.62,0.38
423,CHW,SEA,CFULMER-R,MLEAKE-R,10,4,145,-165,135,-150,0.43,0.57
424,CIN,ATL,TMAHLE-R,BMCCARTHY-R,9,7,125,-140,-101,-109,0.45,0.55
424,PHI,ARI,VVELASQUEZ-R,RRAY-L,4,8,-108,-102,-107,-103,0.47,0.53
424,STL,NYM,LWEAVER-R,ZWHEELER-R,5,6,-160,140,-195,175,0.6,0.4
424,COL,SD,KFREELAND-L,ELAUER-L,8,0,-155,140,-155,140,0.57,0.43
424,LAD,MIA,KMAEDA-R,DPETERS-L,2,3,-260,230,-260,230,0.71,0.29
424,SF,WSH,TBLACH-L,TROARK-R,4,3,115,-130,-101,-109,0.47,0.53
424,CHW,SEA,CVOLSTAD-R,MGONZALES-L,0,1,130,-145,114,-124,0.47,0.53
424,NYY,MIN,CSABATHIA-L,JBERRIOS-R,8,3,-145,130,-154,139,0.58,0.42
424,TOR,BOS,JHAPP-L,RPORCELLO-R,4,3,110,-125,-115,105,0.49,0.51
424,TEX,OAK,CHAMELS-L,ATRIGGS-R,2,3,105,-115,-114,104,0.54,0.46
424,HOU,LAA,CMORTON-R,SOHTANI-R,7,8,-150,135,-140,125,0.62,0.38
424,CLE,CHC,JTOMLIN-R,TCHATWOOD-R,3,10,-119,109,-137,122,0.51,0.49
424,KC,MIL,IKENNEDY-R,ZDAVIES-R,2,5,125,-140,116,-131,0.42,0.58
425,COL,SD,JGRAY-R,TROSS-R,5,2,-147,132,-170,150,0.58,0.42
425,SF,WSH,JSAMARDZIJA-R,MSCHERZER-R,2,15,137,-152,145,-165,0.45,0.55
425,CIN,ATL,BFINNEGAN-L,MWISLER-R,4,5,104,-114,-103,-107,0.48,0.52
425,PHI,ARI,JARRIETA-R,ZGREINKE-R,5,3,-116,106,-105,-105,0.49,0.51
425,LAD,MIA,CKERSHAW-L,TRICHARDS-R,6,8,-379,329,-390,335,0.75,0.25
425,STL,NYM,MWACHA-R,SMATZ-L,9,1,-146,131,-138,123,0.58,0.42
425,CHW,SEA,JSHIELDS-R,FHERNANDEZ-R,3,4,138,-153,123,-138,0.42,0.58
425,HOU,LAA,JVERLANDER-R,NTROPEANO-R,5,2,-214,189,-216,191,0.67,0.33
425,NYY,MIN,SGRAY-R,LLYNN-R,7,4,-169,149,-175,155,0.6,0.4
425,BAL,TB,ACOBB-R,JFARIA-R,4,8,-127,112,-113,103,0.5,0.5
425,TOR,BOS,ASANCHEZ-R,ERODRIGUEZ-L,3,4,106,-116,133,-148,0.48,0.52
425,TEX,OAK,DFISTER-R,KGRAVEMAN-R,4,2,-108,-102,-107,-103,0.53,0.47
425,PIT,DET,CKUHL-R,MBOYD-L,8,3,-199,179,-160,140,0.63,0.37
425,CLE,CHC,TBAUER-R,JLESTER-L,4,1,-133,118,-138,123,0.54,0.46
425,KC,MIL,JHAMMEL-R,JCHACIN-R,2,6,123,-138,-105,-105,0.43,0.57
425,PIT,DET,JTAILLON-R,JZIMMERMANN-R,10,13,-215,190,-207,182,0.56,0.44
426,CIN,ATL,HBAILEY-R,SNEWCOMB-L,4,7,103,-113,119,-134,0.48,0.52
426,PHI,ARI,BLIVELY-R,MKOCH-R,2,8,-109,-101,-128,113,0.47,0.53
426,STL,NYM,CMARTINEZ-R,NSYNDERGAARD-R,4,3,-120,110,-105,-105,0.57,0.43
426,CHC,MIL,KHENDRICKS-R,CANDERSON-R,1,0,-144,129,-165,145,0.59,0.41
426,NYY,MIN,JMONTGOMERY-L,KGIBSON-R,4,3,-185,165,-215,190,0.62,0.38
426,CLE,SEA,MCLEVINGER-R,JPAXTON-L,4,5,-127,112,-111,101,0.59,0.41
426,BAL,TB,DBUNDY-R,CARCHER-R,5,9,-138,123,-138,123,0.53,0.47
426,TOR,BOS,MESTRADA-R,CSALE-L,4,5,155,-175,197,-222,0.41,0.59
426,KC,CHW,JJUNIS-R,LGIOLITO-R,3,6,-140,125,-173,153,0.56,0.44
426,PIT,DET,INOVA-R,MFULMER-R,1,0,-135,120,-158,143,0.55,0.45
427,CHC,MIL,YDARVISH-R,BSUTER-L,3,2,-175,155,-165,145,0.61,0.39
427,WSH,ARI,SSTRASBURG-R,ZGODLEY-R,4,5,-145,130,-144,129,0.56,0.44
427,PHI,ATL,ANOLA-R,JTEHERAN-R,7,3,-170,150,-166,146,0.58,0.42
427,PIT,STL,SBRAULT-L,MMIKOLAS-R,6,5,120,-135,114,-124,0.46,0.54
427,MIA,COL,JURENA-R,TANDERSON-L,0,1,135,-150,112,-127,0.43,0.57
427,SD,NYM,CRICHARD-L,JDEGROM-R,1,5,140,-160,147,-167,0.41,0.59
427,SF,LAD,DHOLLAND-L,HRYU-L,6,4,135,-150,111,-121,0.41,0.59
427,BAL,DET,CTILLMAN-R,MFIERS-R,6,0,-106,-104,-126,111,0.49,0.51
427,TOR,TEX,MSTROMAN-R,MMINOR-L,4,6,-160,140,-147,132,0.58,0.42
427,CLE,SEA,CKLUBER-R,ERAMIREZ-R,6,5,-250,220,-260,230,0.67,0.33
427,BOS,TB,DPOMERANZ-L,BSNELL-L,3,4,-170,150,-155,140,0.61,0.39
427,HOU,OAK,DKEUCHEL-L,SMANAEA-L,1,8,-170,150,-181,161,0.62,0.38
427,KC,CHW,DDUFFY-L,RLOPEZ-R,4,7,-120,110,-109,-101,0.53,0.47
427,LAA,NYY,AHEANEY-L,LSEVERINO-R,3,4,140,-160,123,-138,0.41,0.59
427,MIN,CIN,PHUGHES-R,LCASTILLO-R,9,15,-115,105,-111,101,0.55,0.45
428,CHC,MIL,JQUINTANA-L,JGUERRA-R,3,0,-155,140,-168,148,0.6,0.4
428,WSH,ARI,JHELLICKSON-R,PCORBIN-L,3,4,110,-125,116,-131,0.45,0.55
428,PHI,ATL,NPIVETTA-R,MFOLTYNEWICZ-R,1,4,-140,125,-119,109,0.55,0.45
428,PIT,STL,TWILLIAMS-R,JFLAHERTY-R,6,2,105,-115,113,-128,0.52,0.48
428,MIA,COL,WCHEN-L,GMARQUEZ-R,4,1,135,-150,105,-115,0.46,0.54
428,SD,NYM,JLUCCHESI-L,JVARGAS-L,12,2,-125,110,-143,128,0.49,0.51
428,SF,LAD,JCUETO-R,AWOOD-L,8,3,110,-125,100,-110,0.5,0.5
428,BOS,TB,DPRICE-L,YCHIRINOS-R,6,12,-215,190,-215,190,0.66,0.34
428,TOR,TEX,JGARCIA-L,BCOLON-R,4,7,-165,145,-153,138,0.58,0.42
428,CLE,SEA,CCARRASCO-R,MLEAKE-R,4,12,-240,210,-230,205,0.66,0.34
428,BAL,DET,ACASHNER-R,FLIRIANO-L,5,9,-111,101,-140,125,0.55,0.45
428,HOU,OAK,LMCCULLERSJR.-R,DMENGDEN-R,11,0,-185,165,-223,198,0.61,0.39
428,KC,CHW,ESKOGLUND-L,DCOVEY-R,5,2,-140,125,-148,133,0.51,0.49
428,LAA,NYY,GRICHARDS-R,MTANAKA-R,1,11,-107,-103,-102,-108,0.48,0.52
428,MIN,CIN,JODORIZZI-R,SROMANO-R,3,1,-135,120,-148,133,0.6,0.4
428,KC,CHW,TOAKS-R,CFULMER-R,0,8,-119,109,-132,117,0.51,0.49
428,SF,LAD,CSTRATTON-R,WBUEHLER-R,6,15,-103,-107,145,-165,0.5,0.5
429,MIA,COL,CSMITH-L,CBETTIS-R,3,0,-106,-104,101,-111,0.44,0.56
429,WSH,ARI,GGONZALEZ-L,RRAY-L,3,1,-131,116,-118,108,0.5,0.5
429,PIT,STL,NKINGHAM-R,LWEAVER-R,5,0,129,-144,111,-121,0.47,0.53
429,PHI,ATL,VVELASQUEZ-R,BMCCARTHY-R,1,10,-135,120,-111,101,0.53,0.47
429,CHC,MIL,TCHATWOOD-R,ZDAVIES-R,2,0,-165,145,-152,137,0.6,0.4
429,SF,LAD,TBLACH-L,KMAEDA-R,4,2,120,-135,127,-142,0.44,0.56
429,SD,NYM,BMITCHELL-R,ZWHEELER-R,2,14,125,-140,125,-140,0.49,0.51
429,BOS,TB,RPORCELLO-R,MANDRIESE-R,4,3,-210,185,-215,190,0.64,0.36
429,BAL,DET,KGAUSMAN-R,DNORRIS-L,5,3,-135,120,-160,140,0.56,0.44
429,TOR,TEX,JHAPP-L,MPEREZ-L,7,2,-215,190,-245,215,0.63,0.37
429,CLE,SEA,JTOMLIN-R,MGONZALES-L,4,10,-130,115,-109,-101,0.57,0.43
429,HOU,OAK,GCOLE-R,TCAHILL-R,8,4,-230,205,-205,180,0.66,0.34
429,KC,CHW,IKENNEDY-R,HSANTIAGO-L,5,4,-130,115,-115,105,0.51,0.49
429,LAA,NYY,TSKAGGS-L,CSABATHIA-L,1,2,-120,110,-124,114,0.47,0.53
429,MIN,CIN,JBERRIOS-R,TMAHLE-R,2,8,-190,170,-190,170,0.62,0.38
430,WSH,PIT,TROARK-R,JTAILLON-R,3,2,-130,115,-116,106,0.56,0.44
430,MIA,PHI,DSTRAILY-R,JARRIETA-R,8,4,140,-155,138,-153,0.42,0.58
430,CIN,MIL,BFINNEGAN-L,JCHACIN-R,5,6,120,-135,109,-119,0.46,0.54
430,CHC,COL,JLESTER-L,KFREELAND-L,3,2,-175,155,-200,175,0.64,0.36
430,ARI,LAD,ZGREINKE-R,RSTRIPLING-R,8,5,-125,110,-146,131,0.55,0.45
430,SF,SD,JSAMARDZIJA-R,ELAUER-L,6,5,-160,140,-170,150,0.62,0.38
430,CLE,TEX,TBAUER-R,CHAMELS-L,7,5,-190,170,-186,166,0.62,0.38
430,DET,TB,JZIMMERMANN-R,JFARIA-R,2,3,115,-130,119,-134,0.45,0.55
430,BOS,KC,ERODRIGUEZ-L,JHAMMEL-R,10,6,-220,195,-240,210,0.72,0.28
430,HOU,NYY,CMORTON-R,SGRAY-R,2,1,-155,140,-177,157,0.57,0.43
430,MIN,TOR,LLYNN-R,ASANCHEZ-R,5,7,105,-115,-118,108,0.48,0.52
501,WSH,PIT,MSCHERZER-R,CKUHL-R,12,4,-250,220,-235,205,0.65,0.35
501,MIA,PHI,JGARCIA-L,ZEFLIN-R,2,1,105,-115,-102,-108,0.53,0.47
501,NYM,ATL,NSYNDERGAARD-R,MSOROKA-R,2,3,-200,175,-183,163,0.6,0.4
501,CIN,MIL,HBAILEY-R,CANDERSON-R,6,7,125,-140,109,-119,0.42,0.58
501,CHC,COL,KHENDRICKS-R,JGRAY-R,1,3,-167,147,-153,138,0.64,0.36
501,ARI,LAD,MKOCH-R,CKERSHAW-L,4,3,190,-215,180,-205,0.48,0.52
501,SF,SD,ASUAREZ-L,TROSS-R,2,3,-127,112,-144,129,0.58,0.42
501,CLE,TEX,MCLEVINGER-R,DFISTER-R,6,8,-205,180,-195,175,0.64,0.36
501,DET,TB,MBOYD-L,CARCHER-R,2,1,125,-140,143,-163,0.48,0.52
501,BOS,KC,CSALE-L,JJUNIS-R,6,7,-290,255,-325,280,0.74,0.26
501,HOU,NYY,JVERLANDER-R,JMONTGOMERY-L,0,4,-177,157,-170,150,0.61,0.39
501,MIN,TOR,KGIBSON-R,MESTRADA-R,4,7,-130,115,-127,112,0.51,0.49
501,LAA,BAL,NTROPEANO-R,ACOBB-R,3,2,-167,147,-190,170,0.62,0.38
501,SEA,OAK,FHERNANDEZ-R,ATRIGGS-R,6,3,-113,103,-115,105,0.56,0.44
501,STL,CHW,MWACHA-R,JSHIELDS-R,3,2,-235,205,-240,210,0.66,0.34
502,CHC,COL,YDARVISH-R,TANDERSON-L,2,11,-183,163,-225,200,0.62,0.38
502,SF,SD,DHOLLAND-L,CRICHARD-L,9,4,-146,131,-118,108,0.57,0.43
502,WSH,PIT,SSTRASBURG-R,INOVA-R,9,3,-201,176,-190,170,0.63,0.37
502,NYM,ATL,JDEGROM-R,SNEWCOMB-L,0,7,-183,163,-151,136,0.59,0.41
502,MIA,PHI,JURENA-R,ANOLA-R,0,6,140,-160,157,-177,0.43,0.57
502,CIN,MIL,LCASTILLO-R,WMILEY-L,1,3,-122,112,101,-111,0.51,0.49
502,ARI,LAD,ZGODLEY-R,HRYU-L,1,2,-135,120,-108,-102,0.54,0.46
502,BOS,KC,DPOMERANZ-L,DDUFFY-L,5,4,-196,176,-180,160,0.69,0.31
502,DET,TB,MFULMER-R,BSNELL-L,3,2,113,-123,113,-128,0.47,0.53
502,MIN,TOR,FROMERO-R,MSTROMAN-R,4,0,104,-114,-102,-108,0.48,0.52
502,CLE,TEX,CKLUBER-R,MMOORE-L,12,4,-315,275,-302,262,0.71,0.29
502,HOU,NYY,DKEUCHEL-L,LSEVERINO-R,0,4,-114,104,114,-129,0.5,0.5
502,LAA,BAL,AHEANEY-L,DBUNDY-R,10,7,-138,123,-152,137,0.56,0.44
502,SEA,OAK,JPAXTON-L,BANDERSON-L,2,3,-184,164,-172,152,0.63,0.37
502,STL,CHW,CMARTINEZ-R,LGIOLITO-R,3,2,-259,229,-260,230,0.69,0.31
503,WSH,PIT,JHELLICKSON-R,TWILLIAMS-R,3,1,-113,103,-136,121,0.52,0.48
503,NYM,ATL,JVARGAS-L,JTEHERAN-R,0,11,-108,-102,-115,105,0.5,0.5
503,ARI,LAD,PCORBIN-L,AWOOD-L,2,5,-120,110,-158,143,0.53,0.47
503,HOU,NYY,LMCCULLERSJR.-R,MTANAKA-R,5,6,-130,115,-115,105,0.5,0.5
503,KC,DET,ESKOGLUND-L,MFIERS-R,10,6,-115,105,-138,123,0.49,0.51
503,TEX,BOS,MMINOR-L,DPRICE-L,11,5,135,-150,137,-152,0.43,0.57
503,CHW,MIN,RLOPEZ-R,JODORIZZI-R,6,5,-120,110,111,-126,0.47,0.53
503,LAA,BAL,JBARRIA-R,CTILLMAN-R,12,3,-185,165,-175,155,0.65,0.35
503,SEA,OAK,WLEBLANC-L,SMANAEA-L,4,1,130,-145,105,-115,0.49,0.51
503,CLE,TOR,CCARRASCO-R,JGARCIA-L,11,13,-200,175,-180,160,0.64,0.36
503,CLE,TOR,APLUTKO-R,JBIAGINI-R,13,4,-173,153,-150,135,0.57,0.43
504,WSH,PHI,GGONZALEZ-L,NPIVETTA-R,7,3,-145,130,-128,113,0.6,0.4
504,CIN,MIA,SROMANO-R,WCHEN-L,4,1,-125,110,-107,-103,0.53,0.47
504,NYM,COL,ZWHEELER-R,GMARQUEZ-R,7,8,-125,110,-121,111,0.51,0.49
504,ATL,SF,MFOLTYNEWICZ-R,CSTRATTON-R,4,9,-135,120,-150,135,0.54,0.46
504,MIL,PIT,JGUERRA-R,NKINGHAM-R,4,6,-125,110,-114,104,0.57,0.43
504,STL,CHC,MMIKOLAS-R,JQUINTANA-L,3,2,-113,103,-111,101,0.49,0.51
504,SD,LAD,JLUCCHESI-L,WBUEHLER-R,0,4,120,-135,111,-126,0.4,0.6
504,NYY,CLE,CSABATHIA-L,JTOMLIN-R,7,6,-210,185,-210,185,0.62,0.38
504,TB,TOR,AKITTREDGE-R,JHAPP-L,6,2,115,-130,142,-157,0.45,0.55
504,TEX,BOS,BCOLON-R,RPORCELLO-R,1,5,165,-185,152,-172,0.41,0.59
504,CHW,MIN,CFULMER-R,JBERRIOS-R,4,6,135,-150,142,-162,0.45,0.55
504,KC,DET,IKENNEDY-R,FLIRIANO-L,4,2,-113,103,-145,130,0.5,0.5
504,OAK,BAL,DMENGDEN-R,ACASHNER-R,6,4,-150,135,-188,168,0.59,0.41
504,SEA,LAA,MLEAKE-R,GRICHARDS-R,0,5,120,-135,107,-117,0.51,0.49
504,ARI,HOU,KMEDLEN-R,GCOLE-R,0,8,155,-175,170,-190,0.46,0.54
505,STL,CHC,LWEAVER-R,TCHATWOOD-R,8,6,-113,103,-127,112,0.5,0.5
505,WSH,PHI,TROARK-R,VVELASQUEZ-R,1,3,-150,135,-140,125,0.6,0.4
505,MIL,PIT,JCHACIN-R,JTAILLON-R,5,3,105,-115,-101,-109,0.54,0.46
505,CIN,MIA,TMAHLE-R,CSMITH-L,0,6,-135,120,-124,114,0.55,0.45
505,SD,LAD,BMITCHELL-R,KMAEDA-R,7,4,145,-165,200,-225,0.36,0.64
505,NYM,COL,SMATZ-L,CBETTIS-R,0,2,-115,105,-122,112,0.49,0.51
505,ATL,SF,BMCCARTHY-R,TBLACH-L,2,11,-145,130,-127,112,0.56,0.44
505,NYY,CLE,SGRAY-R,TBAUER-R,5,2,-130,115,-105,-105,0.53,0.47
505,KC,DET,JHAMMEL-R,JZIMMERMANN-R,2,3,-135,120,-165,145,0.53,0.47
505,TB,TOR,JFARIA-R,ASANCHEZ-R,5,3,-106,-104,-109,-101,0.49,0.51
505,CHW,MIN,HSANTIAGO-L,LLYNN-R,4,8,105,-115,113,-123,0.47,0.53
505,TEX,BOS,CHAMELS-L,ERODRIGUEZ-L,5,6,135,-150,138,-153,0.45,0.55
505,OAK,BAL,TCAHILL-R,KGAUSMAN-R,2,0,-160,140,-145,130,0.56,0.44
505,SEA,LAA,MGONZALES-L,TSKAGGS-L,9,8,110,-125,-101,-109,0.49,0.51
505,ARI,HOU,ZGREINKE-R,CMORTON-R,4,3,110,-120,112,-127,0.5,0.5
506,NYM,COL,NSYNDERGAARD-R,KFREELAND-L,2,3,-170,150,-215,190,0.58,0.42
506,ATL,SF,MSOROKA-R,ASUAREZ-L,3,4,-140,125,-145,130,0.53,0.47
506,WSH,PHI,MSCHERZER-R,JARRIETA-R,5,4,-180,160,-222,197,0.63,0.37
506,MIL,PIT,CANDERSON-R,CKUHL-R,0,9,-150,135,-126,111,0.6,0.4
506,CIN,MIA,BFINNEGAN-L,DSTRAILY-R,5,8,-115,105,-134,119,0.55,0.45
506,SD,LAD,ELAUER-L,RSTRIPLING-R,3,0,155,-175,130,-145,0.37,0.63
506,STL,CHC,MWACHA-R,JLESTER-L,4,3,-120,110,100,-110,0.5,0.5
506,NYY,CLE,DGERMAN-R,MCLEVINGER-R,7,4,-125,110,-127,112,0.52,0.48
506,TB,TOR,CARCHER-R,MESTRADA-R,1,2,-135,120,-135,120,0.52,0.48
506,CHW,MIN,JSHIELDS-R,KGIBSON-R,3,5,130,-145,142,-157,0.44,0.56
506,KC,DET,JJUNIS-R,MBOYD-L,4,2,-135,120,-142,127,0.53,0.47
506,TEX,BOS,DFISTER-R,CSALE-L,1,6,210,-240,210,-240,0.37,0.63
506,OAK,BAL,ATRIGGS-R,ACOBB-R,2,1,-190,170,-170,150,0.6,0.4
506,SEA,LAA,FHERNANDEZ-R,SOHTANI-R,2,8,120,-135,117,-132,0.54,0.46
506,ARI,HOU,MKOCH-R,JVERLANDER-R,3,1,175,-200,194,-219,0.41,0.59
507,PHI,SF,ZEFLIN-R,JSAMARDZIJA-R,11,0,-120,110,112,-122,0.47,0.53
507,CIN,NYM,HBAILEY-R,PCONLON-L,6,7,105,-115,-105,-105,0.48,0.52
507,CHC,MIA,KHENDRICKS-R,JGARCIA-L,14,2,-200,175,-215,190,0.68,0.32
507,SD,WSH,TROSS-R,SSTRASBURG-R,5,8,140,-160,157,-177,0.4,0.6
507,TEX,DET,MMOORE-L,MFULMER-R,7,6,110,-125,9.5,-219.5,0.52,0.48
507,OAK,HOU,BANDERSON-L,DKEUCHEL-L,2,16,135,-150,120,-135,0.42,0.58
507,STL,MIN,JGANT-R,FROMERO-R,0,6,-140,125,-114,104,0.57,0.43
508,PHI,SF,ANOLA-R,DHOLLAND-L,4,2,-190,170,-175,155,0.62,0.38
508,CIN,NYM,LCASTILLO-R,JVARGAS-L,7,2,-135,120,-152,137,0.52,0.48
508,CHC,MIA,JTSENG-R,JURENA-R,4,3,-240,210,-162,142,0.65,0.35
508,SD,WSH,CRICHARD-L,JHELLICKSON-R,0,4,123,-138,106,-116,0.43,0.57
508,LAD,ARI,RHILL-L,ZGODLEY-R,5,8,-132,117,-118,108,0.55,0.45
508,NYY,BOS,LSEVERINO-R,DPOMERANZ-L,3,2,-185,165,-240,210,0.61,0.39
508,BAL,KC,DBUNDY-R,DDUFFY-L,7,15,-145,130,-158,143,0.56,0.44
508,TOR,SEA,MSTROMAN-R,JPAXTON-L,0,5,112,-122,110,-120,0.49,0.51
508,TEX,DET,MMINOR-L,MFIERS-R,4,7,-145,130,-174,154,0.62,0.38
508,OAK,HOU,SMANAEA-L,LMCCULLERSJR.-R,2,4,110,-125,140,-155,0.47,0.53
508,STL,MIN,CMARTINEZ-R,JODORIZZI-R,1,7,-195,175,-175,155,0.62,0.38
508,TB,ATL,BSNELL-L,SNEWCOMB-L,0,1,-133,118,-129,114,0.56,0.44
508,MIL,CLE,WMILEY-L,CKLUBER-R,3,2,195,-220,137,-152,0.37,0.63
508,CHW,PIT,LGIOLITO-R,INOVA-R,6,10,120,-135,131,-146,0.46,0.54
508,COL,LAA,JGRAY-R,AHEANEY-L,4,2,-143,128,-121,111,0.54,0.46
509,CIN,NYM,SROMANO-R,ZWHEELER-R,2,1,108,-118,-105,-105,0.51,0.49
509,CHC,MIA,JQUINTANA-L,WCHEN-L,13,4,-235,205,-244,214,0.69,0.31
509,PHI,SF,NPIVETTA-R,CSTRATTON-R,11,3,-125,110,-111,101,0.5,0.5
509,SD,WSH,JLUCCHESI-L,GGONZALEZ-L,2,1,112,-127,116,-131,0.42,0.58
509,LAD,ARI,AWOOD-L,PCORBIN-L,6,3,-115,105,-121,111,0.53,0.47
509,TEX,DET,BCOLON-R,FLIRIANO-L,5,4,-118,108,-175,155,0.56,0.44
509,OAK,HOU,DMENGDEN-R,GCOLE-R,1,4,157,-177,156,-176,0.4,0.6
509,BAL,KC,ACASHNER-R,ESKOGLUND-L,5,3,-133,118,-114,104,0.58,0.42
509,NYY,BOS,MTANAKA-R,RPORCELLO-R,9,6,-163,143,-141,126,0.56,0.44
509,TOR,SEA,JGARCIA-L,WLEBLANC-L,5,2,-120,110,-111,101,0.52,0.48
509,MIL,CLE,JGUERRA-R,CCARRASCO-R,2,6,133,-148,140,-160,0.46,0.54
509,CHW,PIT,RLOPEZ-R,TWILLIAMS-R,5,6,113,-128,-101,-109,0.43,0.57
509,COL,LAA,TANDERSON-L,JBARRIA-R,0,8,-128,113,-138,123,0.53,0.47
509,TB,ATL,RYARBROUGH-L,JTEHERAN-R,2,5,107,-117,-106,-104,0.5,0.5
510,PHI,SF,VVELASQUEZ-R,TBLACH-L,6,3,-125,110,-175,155,0.54,0.46
510,MIA,ATL,CSMITH-L,MFOLTYNEWICZ-R,2,9,110,-125,-105,-105,0.48,0.52
510,COL,MIL,GMARQUEZ-R,JCHACIN-R,2,5,-140,125,-146,131,0.53,0.47
510,ARI,WSH,ZGREINKE-R,TROARK-R,1,2,-135,120,-147,132,0.58,0.42
510,LAD,CIN,WBUEHLER-R,TMAHLE-R,1,4,-200,175,-192,172,0.66,0.34
